has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match,age_diff
1,8,0,22.0,24.0,2,1,1,0,0,7.0,5.0,2,1,80,19.44,19.44,22.22,16.67,11.11,11.11,1,1,2,1,0,0,5.0,7.0,6.0,5.0,5.0,,0,1,1,0,0,0,16.07,17.86,17.86,17.86,17.86,12.5,1,1,1,1,1,0,8.0,8.0,8.0,8.0,10.0,1,1,1,1,2,6.0,8.0,10.0,9.0,10.0,8.0,1,1,2,2,2,1,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0.56,2,6.0,,2.0,1,0,0,8.0,6.0,1,1,0.0,0,0,0,2.0
1,8,0,22.0,26.0,4,2,1,2,0,7.0,5.0,2,1,80,16.98,16.98,18.87,16.98,13.21,16.98,1,1,1,1,0,1,,,,,,,0,0,0,0,0,0,16.07,17.86,17.86,17.86,17.86,12.5,1,1,1,1,1,0,8.0,8.0,8.0,8.0,10.0,1,1,1,1,2,6.0,8.0,9.0,8.0,9.0,9.0,1,1,2,1,2,2,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0.07,1,6.0,,2.0,1,0,0,9.0,8.0,2,2,6.0,0,0,0,4.0
1,8,0,22.0,21.0,1,0,1,2,0,7.0,5.0,2,1,80,15.56,11.11,22.22,15.56,20.0,15.56,1,0,2,1,1,1,5.0,7.0,7.0,6.0,7.0,5.0,0,1,1,1,1,0,16.07,17.86,17.86,17.86,17.86,12.5,1,1,1,1,1,0,8.0,8.0,8.0,8.0,10.0,1,1,1,1,2,1.0,7.0,8.0,9.0,10.0,9.0,0,1,1,2,2,2,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0.1,1,6.0,,2.0,1,0,0,10.0,6.0,2,1,0.0,0,0,0,1.0
1,8,0,22.0,27.0,5,2,1,4,0,7.0,5.0,2,1,80,16.98,16.98,16.98,16.98,16.98,15.09,1,1,1,1,1,1,5.0,7.0,6.0,6.0,7.0,5.0,0,1,1,1,1,0,16.07,17.86,17.86,17.86,17.86,12.5,1,1,1,1,1,0,8.0,8.0,8.0,8.0,10.0,1,1,1,1,2,6.0,8.0,8.0,8.0,9.0,8.0,1,1,1,1,2,1,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,-0.22,0,6.0,,2.0,1,0,0,6.0,6.0,1,1,0.0,0,0,0,5.0
1,8,0,22.0,25.0,3,1,1,2,0,7.0,5.0,2,1,80,15.56,20.0,20.0,20.0,13.33,11.11,1,1,1,1,0,0,7.0,5.0,7.0,7.0,,,1,0,1,1,0,0,16.07,17.86,17.86,17.86,17.86,12.5,1,1,1,1,1,0,8.0,8.0,8.0,8.0,10.0,1,1,1,1,2,7.0,8.0,9.0,9.0,9.0,8.0,1,1,2,2,2,1,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0.01,1,6.0,,2.0,1,0,0,8.0,6.0,1,1,0.0,0,1,0,3.0
1,8,0,22.0,28.0,6,2,1,2,0,7.0,5.0,2,1,80,20.45,20.45,20.45,18.18,18.18,2.27,2,2,2,1,1,0,5.0,7.0,7.0,7.0,8.0,5.0,0,1,1,1,1,0,16.07,17.86,17.86,17.86,17.86,12.5,1,1,1,1,1,0,8.0,8.0,8.0,8.0,10.0,1,1,1,1,2,9.0,9.0,9.0,9.0,9.0,8.0,2,2,2,2,2,1,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,-0.12,0,6.0,,2.0,1,0,0,9.0,6.0,2,1,,1,0,0,6.0
1,8,0,22.0,24.0,2,1,1,2,0,7.0,5.0,2,1,80,19.57,19.57,15.22,17.39,15.22,13.04,1,1,1,1,1,0,3.0,8.0,7.0,6.0,7.0,3.0,0,1,1,1,1,0,16.07,17.86,17.86,17.86,17.86,12.5,1,1,1,1,1,0,8.0,8.0,8.0,8.0,10.0,1,1,1,1,2,8.0,9.0,9.0,9.0,9.0,8.0,1,2,2,2,2,1,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0.33,1,6.0,,2.0,1,0,0,9.0,6.0,2,1,0.0,1,0,0,2.0
1,8,0,22.0,25.0,3,1,1,0,0,7.0,5.0,2,1,80,20.93,16.28,23.26,16.28,11.63,11.63,2,1,2,1,0,0,3.0,9.0,7.0,6.0,8.0,6.0,0,2,1,1,1,1,16.07,17.86,17.86,17.86,17.86,12.5,1,1,1,1,1,0,8.0,8.0,8.0,8.0,10.0,1,1,1,1,2,5.0,8.0,9.0,9.0,9.0,6.0,0,1,2,2,2,1,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0.53,2,6.0,,2.0,1,0,0,8.0,6.0,1,1,0.0,0,0,0,3.0
1,8,0,24.0,34.0,10,3,2,2,1,1.0,1.0,0,0,192,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,10.0,10.0,10.0,10.0,10.0,10.0,2,2,2,2,2,2,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,9.0,7.0,9.0,9.0,7.0,2,1,2,2,1,8.0,9.0,9.0,7.0,6.0,9.0,1,2,2,1,1,2,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,0.28,1,5.0,,5.0,1,0,1,7.0,9.0,1,2,0.0,1,1,1,10.0
1,8,0,24.0,25.0,1,0,2,0,0,1.0,1.0,0,0,192,16.98,15.09,16.98,16.98,18.87,15.09,1,1,1,1,1,1,6.0,6.0,6.0,7.0,6.0,10.0,1,1,1,1,1,2,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,9.0,7.0,9.0,9.0,7.0,2,1,2,2,1,7.0,6.0,7.0,6.0,6.0,7.0,1,1,1,1,1,1,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,-0.01,0,5.0,,5.0,1,0,1,7.0,5.0,1,1,0.0,0,0,0,1.0
1,8,0,24.0,24.0,0,0,2,0,0,1.0,1.0,0,0,192,19.44,19.44,22.22,16.67,11.11,11.11,1,1,2,1,0,0,7.0,7.0,6.0,6.0,5.0,3.0,1,1,1,1,0,0,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,9.0,7.0,9.0,9.0,7.0,2,1,2,2,1,8.0,8.0,8.0,7.0,6.0,5.0,1,1,1,1,1,0,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,0.4,2,5.0,,5.0,1,0,1,8.0,5.0,1,1,0.0,0,0,0,0.0
1,8,0,24.0,26.0,2,1,2,2,1,1.0,1.0,0,0,192,16.98,16.98,18.87,16.98,13.21,16.98,1,1,1,1,0,1,4.0,,,1.0,,1.0,0,0,0,0,0,0,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,9.0,7.0,9.0,9.0,7.0,2,1,2,2,1,6.0,6.0,6.0,6.0,6.0,6.0,1,1,1,1,1,1,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,-0.13,0,5.0,,5.0,1,0,1,6.0,5.0,1,1,0.0,0,0,0,2.0
1,8,0,24.0,21.0,3,1,2,2,1,1.0,1.0,0,0,192,15.56,11.11,22.22,15.56,20.0,15.56,1,0,2,1,1,1,4.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,9.0,7.0,9.0,9.0,7.0,2,1,2,2,1,6.0,7.0,7.0,7.0,7.0,6.0,1,1,1,1,1,1,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,0.31,1,5.0,,5.0,1,0,1,5.0,5.0,0,1,0.0,0,0,0,3.0
1,8,0,24.0,27.0,3,1,2,4,0,1.0,1.0,0,0,192,16.98,16.98,16.98,16.98,16.98,15.09,1,1,1,1,1,1,6.0,8.0,7.0,7.0,7.0,6.0,1,1,1,1,1,1,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,9.0,7.0,9.0,9.0,7.0,2,1,2,2,1,6.0,8.0,8.0,7.0,6.0,9.0,1,1,1,1,1,2,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,0.05,1,5.0,,5.0,1,0,1,5.0,6.0,0,1,0.0,0,0,0,3.0
1,8,0,24.0,25.0,1,0,2,2,1,1.0,1.0,0,0,192,15.56,20.0,20.0,20.0,13.33,11.11,1,1,1,1,0,0,8.0,3.0,8.0,8.0,4.0,1.0,1,0,1,1,0,0,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,9.0,7.0,9.0,9.0,7.0,2,1,2,2,1,7.0,7.0,7.0,9.0,9.0,9.0,1,1,1,2,2,2,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,0.24,1,5.0,,5.0,1,0,1,9.0,5.0,2,1,1.0,0,1,0,1.0
1,8,0,24.0,28.0,4,2,2,2,1,1.0,1.0,0,0,192,20.45,20.45,20.45,18.18,18.18,2.27,2,2,2,1,1,0,5.0,7.0,7.0,6.0,6.0,6.0,0,1,1,1,1,1,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,9.0,7.0,9.0,9.0,7.0,2,1,2,2,1,7.0,7.0,7.0,7.0,7.0,7.0,1,1,1,1,1,1,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,0.43,2,5.0,,5.0,1,0,1,7.0,6.0,1,1,0.0,1,0,0,4.0
1,8,0,24.0,24.0,0,0,2,2,1,1.0,1.0,0,0,192,19.57,19.57,15.22,17.39,15.22,13.04,1,1,1,1,1,0,5.0,7.0,6.0,5.0,5.0,6.0,0,1,1,0,0,1,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,9.0,7.0,9.0,9.0,7.0,2,1,2,2,1,8.0,8.0,8.0,8.0,8.0,8.0,1,1,1,1,1,1,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,0.32,1,5.0,,5.0,1,0,1,8.0,6.0,1,1,0.0,1,0,0,0.0
1,8,0,24.0,25.0,1,0,2,0,0,1.0,1.0,0,0,192,20.93,16.28,23.26,16.28,11.63,11.63,2,1,2,1,0,0,6.0,8.0,7.0,7.0,6.0,6.0,1,1,1,1,1,1,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,9.0,7.0,9.0,9.0,7.0,2,1,2,2,1,7.0,8.0,7.0,6.0,6.0,6.0,1,1,1,1,1,1,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,0,-0.38,0,5.0,,5.0,1,0,1,8.0,5.0,1,1,0.0,0,0,0,1.0
1,8,1,34.0,29.0,5,2,2,0,0,1.0,1.0,0,0,111,9.52,23.81,16.67,16.67,16.67,16.67,0,2,1,1,1,1,5.0,6.0,6.0,6.0,6.0,6.0,0,1,1,1,1,1,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,6.0,10.0,7.0,9.0,5.0,1,2,1,2,0,8.0,10.0,10.0,8.0,6.0,7.0,1,2,2,1,1,1,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,1,0.34,2,9.0,,2.0,2,0,0,7.0,7.0,1,2,0.0,1,1,1,5.0
1,8,1,34.0,23.0,11,3,2,4,0,1.0,1.0,0,0,111,12.24,20.41,16.33,14.29,20.41,16.33,0,2,1,0,2,1,7.0,7.0,7.0,7.0,7.0,7.0,1,1,1,1,1,1,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,6.0,10.0,7.0,9.0,5.0,1,2,1,2,0,7.0,10.0,10.0,7.0,10.0,8.0,1,2,2,1,2,1,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,1,0.41,2,9.0,,2.0,2,0,0,5.0,9.0,0,2,1.0,0,1,0,11.0
1,8,1,34.0,28.0,6,2,2,0,0,1.0,1.0,0,0,111,13.04,21.74,19.57,17.39,15.22,13.04,0,2,1,1,1,0,7.0,7.0,8.0,6.0,7.0,5.0,1,1,1,1,1,0,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,6.0,10.0,7.0,9.0,5.0,1,2,1,2,0,10.0,10.0,10.0,7.0,10.0,6.0,2,2,2,1,2,1,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,1,0.48,2,9.0,,2.0,2,0,0,9.0,7.0,2,2,0.0,1,1,1,6.0
1,8,1,34.0,22.0,12,3,2,2,1,1.0,1.0,0,0,111,15.09,16.98,16.98,16.98,18.87,15.09,1,1,1,1,1,1,5.0,7.0,7.0,5.0,6.0,5.0,0,1,1,0,1,0,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,6.0,10.0,7.0,9.0,5.0,1,2,1,2,0,8.0,10.0,10.0,10.0,10.0,10.0,1,2,2,2,2,2,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,1,0.07,1,9.0,,2.0,2,0,0,9.0,8.0,2,2,0.0,0,1,0,12.0
1,8,1,34.0,35.0,1,0,2,0,0,1.0,1.0,0,0,111,15.22,17.39,17.39,17.39,15.22,17.39,1,1,1,1,1,1,5.0,7.0,7.0,5.0,,4.0,0,1,1,0,0,0,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,6.0,10.0,7.0,9.0,5.0,1,2,1,2,0,8.0,10.0,10.0,8.0,9.0,7.0,1,2,2,1,2,1,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,1,0.64,2,9.0,,2.0,2,0,0,8.0,6.0,1,1,0.0,1,0,0,1.0
1,8,1,34.0,30.0,4,2,2,3,0,1.0,1.0,0,0,111,19.15,21.28,17.02,17.02,12.77,12.77,1,2,1,1,0,0,3.0,7.0,6.0,4.0,6.0,7.0,0,1,1,0,1,1,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,6.0,10.0,7.0,9.0,5.0,1,2,1,2,0,10.0,10.0,10.0,10.0,10.0,5.0,2,2,2,2,2,0,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,1,0.38,2,9.0,,2.0,2,0,0,8.0,5.0,1,1,0.0,1,0,0,4.0
1,8,1,34.0,24.0,10,3,2,0,0,1.0,1.0,0,0,111,15.38,17.31,17.31,19.23,13.46,17.31,1,1,1,1,0,1,7.0,8.0,7.0,8.0,7.0,6.0,1,1,1,1,1,1,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,6.0,10.0,7.0,9.0,5.0,1,2,1,2,0,10.0,9.0,8.0,8.0,9.0,9.0,2,2,1,1,2,2,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,1,0.24,1,9.0,,2.0,2,0,0,6.0,6.0,1,1,0.0,1,1,1,10.0
1,8,1,34.0,22.0,12,3,2,1,0,1.0,1.0,0,0,111,15.38,19.23,19.23,17.31,17.31,11.54,1,1,1,1,1,0,8.0,9.0,8.0,9.0,10.0,7.0,1,2,1,2,2,1,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,6.0,10.0,7.0,9.0,5.0,1,2,1,2,0,10.0,10.0,10.0,8.0,10.0,9.0,2,2,2,1,2,2,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,1,0.43,2,9.0,,2.0,2,0,0,9.0,6.0,2,1,0.0,0,1,0,12.0
1,8,1,34.0,22.0,12,3,2,1,0,1.0,1.0,0,0,111,16.07,17.86,17.86,17.86,17.86,12.5,1,1,1,1,1,0,7.0,8.0,8.0,8.0,9.0,8.0,1,1,1,1,2,1,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,6.0,10.0,7.0,9.0,5.0,1,2,1,2,0,8.0,10.0,10.0,8.0,9.0,6.0,1,2,2,1,2,1,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,1,-0.34,0,9.0,,2.0,2,0,0,7.0,5.0,1,1,0.0,0,1,0,12.0
1,8,1,34.0,24.0,10,3,2,2,1,1.0,1.0,0,0,111,20.0,22.5,17.5,22.5,10.0,7.5,1,2,1,2,0,0,8.0,9.0,9.0,7.0,6.0,9.0,1,2,2,1,1,2,16.67,16.67,16.67,16.67,16.67,16.67,1,1,1,1,1,1,6.0,10.0,7.0,9.0,5.0,1,2,1,2,0,10.0,10.0,10.0,10.0,10.0,10.0,2,2,2,2,2,2,5.0,2.0,4.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,3.0,9.0,8.0,5.0,6.0,2.0,8.0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,1,0,1,0.28,1,9.0,,2.0,2,0,0,10.0,7.0,2,2,0.0,1,1,1,10.0
1,8,1,25.0,29.0,4,2,0,0,1,3.0,4.0,1,1,199,9.52,23.81,16.67,16.67,16.67,16.67,0,2,1,1,1,1,5.0,5.0,5.0,5.0,5.0,,0,0,0,0,0,0,16.98,15.09,16.98,16.98,18.87,15.09,1,1,1,1,1,1,10.0,10.0,7.0,8.0,8.0,2,2,1,1,1,6.0,6.0,7.0,6.0,5.0,8.0,1,1,1,1,0,1,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,0.48,2,6.0,,8.0,1,0,2,7.0,9.0,1,2,0.0,0,0,0,4.0
1,8,1,25.0,23.0,2,1,0,4,0,3.0,4.0,1,1,199,12.24,20.41,16.33,14.29,20.41,16.33,0,2,1,0,2,1,2.0,7.0,7.0,5.0,7.0,2.0,0,1,1,0,1,0,16.98,15.09,16.98,16.98,18.87,15.09,1,1,1,1,1,1,10.0,10.0,7.0,8.0,8.0,2,2,1,1,1,3.0,8.0,8.0,4.0,7.0,6.0,0,1,1,0,1,1,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,0.56,2,6.0,,8.0,1,0,2,2.0,6.0,0,1,1.0,0,0,0,2.0
1,8,1,25.0,28.0,3,1,0,0,1,3.0,4.0,1,1,199,13.04,21.74,19.57,17.39,15.22,13.04,0,2,1,1,1,0,6.0,5.0,6.0,6.0,7.0,4.0,1,0,1,1,1,0,16.98,15.09,16.98,16.98,18.87,15.09,1,1,1,1,1,1,10.0,10.0,7.0,8.0,8.0,2,2,1,1,1,3.0,8.0,8.0,4.0,7.0,6.0,0,1,1,0,1,1,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,0.16,1,6.0,,8.0,1,0,2,2.0,8.0,0,2,0.0,0,0,0,3.0
1,8,1,25.0,22.0,3,1,0,2,0,3.0,4.0,1,1,199,15.09,16.98,16.98,16.98,18.87,15.09,1,1,1,1,1,1,2.0,3.0,3.0,3.0,5.0,2.0,0,0,0,0,0,0,16.98,15.09,16.98,16.98,18.87,15.09,1,1,1,1,1,1,10.0,10.0,7.0,8.0,8.0,2,2,1,1,1,2.0,9.0,9.0,8.0,9.0,5.0,0,2,2,1,2,0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,0.31,1,6.0,,8.0,1,0,2,6.0,10.0,1,2,0.0,0,0,0,3.0
1,8,1,25.0,35.0,10,3,0,0,1,3.0,4.0,1,1,199,15.22,17.39,17.39,17.39,15.22,17.39,1,1,1,1,1,1,7.0,7.0,7.0,6.0,,,1,1,1,1,0,0,16.98,15.09,16.98,16.98,18.87,15.09,1,1,1,1,1,1,10.0,10.0,7.0,8.0,8.0,2,2,1,1,1,3.0,7.0,7.0,6.0,8.0,9.0,0,1,1,1,1,2,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,0.4,2,6.0,,8.0,1,0,2,7.0,9.0,1,2,0.0,0,1,0,10.0
1,8,1,25.0,30.0,5,2,0,3,0,3.0,4.0,1,1,199,19.15,21.28,17.02,17.02,12.77,12.77,1,2,1,1,0,0,4.0,6.0,6.0,5.0,6.0,6.0,0,1,1,0,1,1,16.98,15.09,16.98,16.98,18.87,15.09,1,1,1,1,1,1,10.0,10.0,7.0,8.0,8.0,2,2,1,1,1,8.0,8.0,9.0,9.0,9.0,10.0,1,1,2,2,2,2,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,0.41,2,6.0,,8.0,1,0,2,10.0,10.0,2,2,0.0,1,0,0,5.0
1,8,1,25.0,24.0,1,0,0,0,1,3.0,4.0,1,1,199,15.38,17.31,17.31,19.23,13.46,17.31,1,1,1,1,0,1,4.0,4.0,4.0,3.0,3.0,3.0,0,0,0,0,0,0,16.98,15.09,16.98,16.98,18.87,15.09,1,1,1,1,1,1,10.0,10.0,7.0,8.0,8.0,2,2,1,1,1,9.0,10.0,8.0,8.0,8.0,5.0,2,2,1,1,1,0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,0.16,1,6.0,,8.0,1,0,2,9.0,10.0,2,2,0.0,1,0,0,1.0
1,8,1,25.0,22.0,3,1,0,1,0,3.0,4.0,1,1,199,15.38,19.23,19.23,17.31,17.31,11.54,1,1,1,1,1,0,6.0,8.0,9.0,6.0,10.0,6.0,1,1,2,1,2,1,16.98,15.09,16.98,16.98,18.87,15.09,1,1,1,1,1,1,10.0,10.0,7.0,8.0,8.0,2,2,1,1,1,9.0,10.0,8.0,8.0,8.0,5.0,2,2,1,1,1,0,8.0,7.0,8.0,8.0,8.0,9.0,6.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,0.62,2,6.0,,8.0,1,0,2,9.0,10.0,2,2,0.0,1,1,1,3.0
